Name,Screener,LTP,Change(%),Open,Volume,Market Cap (Cr.),PE Ratio,Industry PE,52W High,52W Low,1M Returns,3M Returns,1 Yr Returns,3 Yr Returns,5 Yr Returns,PB Ratio,Dividend,ROE,ROCE,EPS,50 DMA,200 DMA,RSI,Margin Funding,Margin Pledge
"Sigma Solve","https://scanx.trade/company/sigma-solve-ltd","52.15","-0.19%","52.25","53,790","537.00","26.44","16.13","421.00","21.01","12.08%","-86.51%","38.40%","81.08%","2,797.22%","10.89","0.10%","-","47.20%","-","45.89","35.63","54.83","-","-"
"PTL Enterprises","https://scanx.trade/company/ptl-enterprises-ltd","40.00","-0.15%","40.65","27,946","530.30","13.16","22.25","47.40","34.72","0.03%","-3.80%","-6.24%","32.89%","120.99%","0.95","4.38%","5.85%","8.70%","1.98","39.84","40.25","52.53","60.00%","-"
"BMW Ventures","-","60.04","-1.75%","61.70","2,77,368","529.90","15.85","34.94","78.00","55.70","-18.97%","-18.97%","-18.97%","-18.97%","-18.97%","1.18","18.24%","-","33.30%","-","-","-","-","-","-"
"Sreeleathers","https://scanx.trade/company/sreeleathers-ltd","227.16","-0.66%","226.20","2,508","529.50","25.14","34.94","279.70","215.42","-7.65%","-8.00%","-15.52%","-1.70%","72.88%","1.14","-","6.89%","6.82%","11.59","233.07","239.75","44.55","50.00%","-"
"GVK Power & Infrastructure","https://scanx.trade/company/gvk-power-infrastructure-ltd","3.29","-1.50%","3.31","5,99,736","527.30","-0.66","22.13","5.62","3.03","-16.07%","-19.36%","-39.07%","11.53%","15.44%","-0.84","-","677.93%","67.96%","0.13","3.54","3.90","32.60","-","-"
"Lords Chloro Alkali","https://scanx.trade/company/lordschlo.ltd","214.52","2.38%","210.00","43,416","527.10","36.72","26.32","241.99","121.10","21.80%","19.44%","54.40%","23.00%","23.00%","3.15","-","-","4.55%","-","186.74","167.71","75.56","-","-"
"Mirza International","https://scanx.trade/company/mirza-international-ltd","39.43","3.44%","38.15","11,65,917","526.80","39.83","30.90","44.80","25.03","-6.43%","20.32%","-8.39%","-9.48%","520.94%","0.97","-","2.18%","1.17%","0.74","36.04","33.09","56.41","50.00%","-"
"Spacenet Enterprises","https://scanx.trade/company/spcenet.ltd","9.27","0.22%","9.24","13,85,064","523.60","38.63","34.94","26.50","4.78","28.57%","23.77%","-64.60%","-45.47%","742.73%","3.85","-","-","8.48%","-","6.93","7.81","70.48","-","-"
"Gujarat Apollo Industries","https://scanx.trade/company/gujarat-apollo-industries-ltd","438.35","-0.88%","445.00","8,513","521.90","-1,144.87","-43.20","556.00","246.55","-9.23%","1.78%","35.67%","115.56%","95.87%","1.09","0.42%","-","1.96%","-","475.15","385.08","38.77","-","-"
"All E Technologies","https://scanx.trade/company/all-e-technologies-ltd","255.05","-1.28%","258.00","19,600","521.70","16.99","16.13","633.00","251.40","-9.72%","-29.89%","-40.49%","94.32%","94.32%","3.57","0.59%","-","26.81%","-","285.42","368.60","32.25","-","-"
"Hi-Green Carbon","https://scanx.trade/company/hi-green-carbon-ltd","210.80","0.98%","209.95","59,200","521.70","47.37","25.66","340.90","183.25","-1.52%","10.89%","-25.31%","160.73%","160.73%","6.08","-","-","12.61%","-","213.74","229.44","45.19","-","-"
"Dhampur Bio Organics","https://scanx.trade/company/dhampur-bio-organics-ltd","77.95","-0.78%","78.89","24,141","521.50","-69.68","20.40","140.69","57.34","-7.86%","-19.36%","-43.21%","-51.19%","-53.63%","0.51","1.60%","-","6.29%","-","83.69","81.47","34.84","-","-"
"Grand Continent Hotels","https://scanx.trade/company/grand-continent-hotelsltd","208.95","-","-","-","520.70","48.93","327.73","255.00","101.90","9.97%","22.26%","94.83%","94.83%","94.83%","4.88","-","-","14.65%","-","197.92","-","56.07","-","-"
"Globe International Carriers","https://scanx.trade/company/globe-international-carriers-ltd","46.30","-0.43%","47.00","72,000","520.60","96.46","22.25","179.00","45.50","-63.70%","-62.86%","-22.83%","24.97%","456.49%","5.87","-","-","14.41%","-","34.84","28.26","81.19","-","-"
"Creative Graphics Solutions","https://scanx.trade/company/creative-graphics-solutions-ltd","215.70","0.70%","215.00","10,400","520.20","25.23","-43.20","259.00","134.40","-7.64%","3.75%","30.14%","22.38%","22.38%","4.91","-","46.14%","26.37%","4.45","224.83","189.48","41.49","-","-"
"Sukhjit Starch & Chemicals","https://scanx.trade/company/sukhjit-starch-chemicals-ltd","161.55","-2.45%","166.44","4,055","517.40","16.36","22.25","323.00","160.00","-5.24%","-8.22%","-45.46%","-23.98%","-23.98%","0.94","0.61%","9.94%","11.50%","34.00","168.63","196.67","41.01","50.00%","-"
"Modison","https://scanx.trade/company/modison-metals-ltd","155.78","-2.14%","160.00","47,488","516.50","17.80","28.99","211.00","112.00","-1.98%","-15.23%","-9.68%","110.94%","148.65%","2.33","2.26%","-","17.51%","-","161.14","154.09","41.34","50.00%","-"
"Pavna Industries","https://scanx.trade/company/pavna-industries-ltd","36.65","-0.97%","36.53","46,160","516.40","123.30","79.58","753.00","29.33","-10.83%","-12.30%","-94.81%","114.20%","342.63%","2.58","-","-","9.73%","-","38.50","40.27","45.83","50.00%","-"
"Xtglobal Infotech","https://scanx.trade/company/xtglobal-infotech-ltd","37.44","-2.68%","39.80","37,941","513.80","43.90","16.13","52.37","28.65","-12.81%","10.41%","-17.22%","-25.51%","-25.51%","2.76","-","-","7.89%","-","37.13","36.53","44.98","50.00%","-"
"Avonmore Capital & Management Services","https://scanx.trade/company/avonmore-capital-management-services-ltd","17.94","-1.37%","18.45","1,76,599","513.30","13.98","24.21","29.95","12.20","-11.71%","-6.22%","9.12%","144.08%","161.14%","1.35","-","-","9.74%","-","19.31","20.20","38.53","-","-"
"Vinyl Chemicals","https://scanx.trade/company/vinyl-chemicals-ltd","278.45","0.38%","277.40","8,335","508.70","23.31","34.94","430.00","215.10","-6.06%","-11.02%","-25.72%","-52.10%","180.27%","4.02","2.51%","-","23.89%","-","285.32","291.73","42.09","-","-"
"Twamev Construction & Infrastructure","https://scanx.trade/company/tclcons.ltd","32.47","-1.04%","33.00","2,92,624","508.60","9.06","0.52","59.23","19.35","34.62%","13.57%","-15.84%","-4.78%","-4.78%","1.67","-","-","17.58%","-","26.19","34.09","68.56","-","-"
"Kapston Services","https://scanx.trade/company/kapston-facilities-management-ltd","248.88","-0.57%","250.37","2,408","507.80","24.45","22.25","319.00","190.00","-","1.76%","-11.38%","260.96%","369.14%","5.68","-","-","20.33%","-","246.91","237.35","50.32","-","-"
"Davangere Sugar Company","https://scanx.trade/company/davangere-sugar-company-ltd","3.47","-2.25%","3.55","74,31,295","507.60","43.38","20.40","6.61","3.03","-12.81%","-","-46.53%","-61.99%","-61.99%","1.44","-","4.24%","8.71%","0.13","3.63","4.04","40.12","-","-"
"Mangalam Global Enterprise","https://scanx.trade/company/mgel-mangalam-global-enterprise-ltd","15.10","-1.44%","15.45","11,13,016","504.90","13.99","34.94","27.29","10.64","-4.67%","-10.49%","-43.23%","-59.19%","250.35%","2.20","0.07%","-","27.43%","-","16.21","14.73","39.31","50.00%","-"
"Gretex Corporate Services","-","220.50","-1.01%","225.70","47,272","504.30","-118.82","24.21","333.30","215.35","-23.26%","-30.51%","-30.51%","-30.51%","-30.51%","2.69","0.14%","-","2.13%","-","-","-","32.94","-","-"
"SoftTech Engineers","https://scanx.trade/company/softtech-engineers-ltd","361.95","-0.73%","366.00","2,692","503.40","265.15","16.13","612.05","296.00","-4.21%","-6.40%","2.56%","108.20%","353.00%","2.94","-","-","4.48%","-","380.07","378.63","39.23","-","-"
"WS Industries","https://scanx.trade/company/w-s-industries-india-ltd","80.04","1.75%","76.66","54,157","502.80","-25.54","0.52","143.35","62.60","5.19%","-13.07%","-43.00%","430.07%","2,006.32%","2.77","-","-","4.62%","-","77.04","82.47","58.73","-","-"
"Euro Panel Products","-","197.21","-3.73%","210.00","12,341","501.90","23.10","0.49","254.50","144.85","-13.52%","-3.09%","1.13%","79.28%","176.20%","3.64","-","-","23.16%","-","223.17","188.23","32.32","-","-"
"Precot","https://scanx.trade/company/precot-meridian-ltd","423.25","1.35%","410.70","7,547","501.10","14.60","18.89","690.50","331.10","-12.55%","-32.36%","-5.15%","89.50%","1,351.97%","1.13","0.71%","-","16.98%","-","452.82","496.46","50.28","-","-"
"Aprameya Engineering","https://scanx.trade/company/aprameya-engineering-ltd","256.50","-2.55%","263.00","9,000","501.10","30.32","33.16","307.95","61.00","-9.44%","59.61%","250.41%","239.29%","239.29%","7.60","-","-","35.30%","-","231.97","153.58","49.41","-","-"
"Munjal Showa","https://scanx.trade/company/munjal-showa-ltd","124.70","-0.46%","126.00","27,175","501.00","19.75","79.58","169.00","104.20","-11.78%","-18.15%","-24.21%","26.02%","-0.52%","0.74","3.61%","4.63%","5.13%","7.75","136.97","131.86","31.30","50.00%","-"
"Cybertech Systems & Software","https://scanx.trade/company/cybertech-systems-software-ltd","156.06","-2.71%","161.50","97,752","499.40","13.62","16.13","274.80","125.12","-5.83%","-11.93%","-29.36%","13.33%","78.15%","1.97","2.56%","-","18.46%","-","168.19","169.81","41.14","-","-"
"Effwa Infra & Research","https://scanx.trade/company/effwa-infra-research-ltd","205.20","-4.76%","187.00","1,98,000","498.70","23.61","0.52","272.95","147.55","-10.78%","-9.42%","-18.25%","25.47%","25.47%","5.01","-","-","30.41%","-","222.31","218.77","33.88","-","-"
"HCL Infosystems","https://scanx.trade/company/hcl-infosystems-ltd","15.05","0.33%","15.40","2,28,686","493.80","-23.20","18.50","24.50","11.80","-5.46%","-6.52%","-17.13%","-5.94%","106.16%","-1.71","-","-","7.24%","-","15.23","15.14","46.63","-","-"
"CAREER POINT EDUTECH LTD","-","265.40","-2.19%","260.50","3,910","493.70","25.90","22.25","320.11","217.61","3.32%","12.72%","12.72%","12.72%","12.72%","8.47","-","-","40.06%","-","-","-","51.80","-","-"
"Amanta Healthcare","https://scanx.trade/company/amanta-healthcare-ltd","122.13","-3.80%","126.35","1,06,972","493.00","45.37","55.26","154.40","121.54","-13.14%","-13.84%","-13.84%","-13.84%","-13.84%","2.14","-","-","15.99%","-","-","-","31.84","-","-"
"Kanpur Plastipack","https://scanx.trade/company/kanpur-plastipack-ltd","209.10","-1.43%","213.01","4,425","492.70","26.30","13.27","249.50","104.50","-9.42%","0.64%","63.26%","88.63%","148.93%","2.30","0.42%","-","12.77%","-","214.68","171.14","46.75","-","-"
"Nahar Industrial Enterprises","https://scanx.trade/company/nahar-industrial-enterprises-ltd","114.67","0.84%","115.38","6,171","491.30","22.83","18.89","160.90","88.80","-2.68%","-11.27%","-21.16%","4.01%","374.82%","0.52","-","-","5.70%","-","114.63","117.84","46.97","-","-"
"Aries Agro","https://scanx.trade/company/aries-agro-ltd","361.90","-4.21%","380.90","73,848","491.30","12.92","35.32","459.90","220.11","-14.19%","-0.49%","38.77%","165.61%","366.97%","1.62","0.33%","-","18.18%","-","399.74","319.89","36.61","50.00%","-"
"HT Media","https://scanx.trade/company/ht-media-ltd","26.57","-1.19%","26.76","95,734","491.20","19.89","13.36","28.64","15.10","0.19%","19.15%","0.91%","22.44%","101.29%","0.36","-","-","3.72%","-","26.10","21.39","47.79","-","-"
"Atmastco","https://scanx.trade/company/atmastco-ltd","196.50","-1.01%","199.60","16,800","491.00","25.19","22.13","300.80","162.20","-6.36%","-19.42%","-14.60%","105.65%","105.65%","3.82","-","-","18.06%","-","220.83","221.99","38.11","-","-"
"Utssav CZ Gold Jewels","https://scanx.trade/company/utssav-cz-gold-jewels-ltd","197.85","-3.86%","206.00","76,200","490.20","18.81","38.57","315.25","145.05","1.57%","-12.49%","-1.25%","71.22%","71.22%","3.72","-","-","28.55%","-","190.13","219.33","57.09","-","-"
"Solara Active Pharma Sciences - PP","https://scanx.trade/company/solara-ltd","419.75","0.42%","435.00","437","489.70","-","55.26","524.90","330.00","-10.98%","-11.62%","11.93%","11.93%","11.93%","3.21","-","-","-","-","445.91","392.94","41.84","-","-"
"Sinclairs Hotels","https://scanx.trade/company/sinclairs-hotels-ltd","94.18","-1.16%","95.11","58,694","488.50","36.27","327.73","139.40","72.86","-13.30%","-0.85%","-1.91%","-29.90%","-29.90%","4.29","0.85%","19.15%","13.74%","3.69","100.87","96.51","36.71","50.00%","-"
"Vraj Iron and Steel","https://scanx.trade/company/vraj-iron-steel-ltd","145.60","-1.23%","147.86","16,997","486.20","13.36","16.53","255.88","135.00","-6.09%","-14.74%","-37.91%","-42.22%","-42.22%","1.22","-","38.43%","14.93%","17.16","152.26","169.29","38.52","60.00%","-"
"Sahaj Solar","https://scanx.trade/company/sahaj-solar-ltd","222.10","0.95%","218.30","15,200","483.40","17.42","28.99","610.00","194.00","-8.54%","-13.50%","-62.79%","-38.15%","-38.15%","4.49","-","-","62.86%","-","239.81","244.21","36.62","-","-"
"Spencer's Retail","https://scanx.trade/company/spencers-retail-ltd","52.94","-1.01%","53.48","1,53,307","482.10","-1.82","34.94","103.88","52.95","-8.90%","-14.45%","-47.18%","-27.38%","-29.93%","-0.73","-","64.00%","-24.73%","-","56.80","65.43","34.23","50.00%","-"
"Ugar Sugar Works","https://scanx.trade/company/ugar-sugar-works-ltd","42.29","-1.10%","42.99","1,10,574","481.00","7.01","20.40","83.80","38.91","-5.67%","-13.25%","-48.31%","-45.43%","205.34%","2.78","-","46.66%","52.43%","6.08","43.14","47.31","42.73","50.00%","-"
"Plastiblends","https://scanx.trade/company/plastiblends-india-ltd","177.15","-4.18%","181.55","38,026","480.50","14.07","25.66","289.00","168.70","-9.17%","-11.14%","-35.19%","-15.32%","-12.71%","1.05","1.41%","-","10.13%","-","189.45","201.18","35.96","50.00%","-"
"CL Educate","https://scanx.trade/company/cl-educate-buyback-ltd","88.84","0.36%","89.10","25,537","480.00","-25.01","22.25","136.98","67.50","-10.71%","-8.05%","-26.18%","24.95%","435.83%","1.77","-","-","1.23%","-","100.11","95.10","37.27","-","-"
"Donear Industries","https://scanx.trade/company/donear-industries-ltd","90.80","-0.42%","90.60","13,499","474.10","14.78","38.24","184.99","90.51","-7.03%","-16.36%","-29.61%","54.42%","273.66%","2.01","0.22%","-","27.85%","-","95.31","110.80","32.48","50.00%","-"
"Megatherm Induction","https://scanx.trade/company/megatherm-induction-ltd","255.90","1.79%","246.05","20,000","473.70","22.63","-43.20","387.00","250.00","-16.64%","-24.61%","-28.68%","23.09%","23.09%","3.40","-","-","23.04%","-","297.28","310.08","25.96","-","-"
"TechEra Engineering","https://scanx.trade/company/techera-engineering-(india)-ltd","277.65","-3.14%","281.00","1,41,600","473.60","136.77","-43.20","304.00","115.60","50.49%","32.88%","41.37%","101.49%","101.49%","9.21","-","-","10.78%","-","215.45","183.67","65.57","-","-"
"Tiger Logistics","-","42.69","-4.54%","44.51","3,77,301","472.80","16.78","22.25","56.69","41.50","-16.90%","-16.90%","-16.90%","-16.90%","-16.90%","3.28","-","-","-14.21%","-","-","-","7.30","-","-"
"SRG Housing Finance","https://scanx.trade/company/srghfl.ltd","307.85","2.43%","304.50","989","471.30","19.06","17.41","414.00","272.35","3.43%","-2.19%","-9.05%","23.46%","23.46%","1.83","-","13.19%","10.86%","15.60","304.15","316.33","55.10","50.00%","-"
"Premier Polyfilm","https://scanx.trade/company/premier-polyfilm-ltd","44.04","-1.94%","44.91","43,284","470.40","17.81","35.39","85.17","39.34","-7.92%","-18.82%","-33.68%","133.14%","919.44%","3.94","0.34%","-","28.33%","-","47.19","57.06","41.34","50.00%","-"
"DIC India","https://scanx.trade/company/dic-india-ltd","500.90","-1.84%","512.00","761","468.40","28.80","25.66","839.90","496.00","-11.37%","-19.14%","-35.68%","18.44%","32.69%","1.11","0.79%","-","6.57%","-","563.68","629.37","30.97","-","-"
"Nahar Capital & Financial Services","https://scanx.trade/company/nahar-capital-financial-services-ltd","281.70","0.82%","286.90","4,317","467.90","9.52","24.21","383.50","215.00","-2.56%","-11.00%","-6.55%","-17.46%","343.27%","0.30","0.53%","-","3.43%","-","290.26","282.90","42.45","-","-"
"Birla Cable","https://scanx.trade/company/birla-cable-ltd","154.59","-0.74%","153.20","9,526","467.20","75.78","37.91","243.95","125.35","-10.22%","-11.85%","-33.91%","19.33%","207.34%","1.83","1.13%","-","6.58%","-","161.22","167.86","39.51","-","-"
"Nupur Recyclers","https://scanx.trade/company/nupur-recyclers-ltd","66.94","-0.73%","68.40","22,723","465.70","30.29","34.94","141.00","52.70","-9.91%","-12.86%","-49.41%","-23.04%","184.25%","4.52","-","-","17.68%","-","71.07","75.36","40.76","-","-"
"Sacheerome","https://scanx.trade/company/sacheerome-ltd","203.00","-2.40%","203.20","13,200","465.40","-","25.66","247.00","140.50","-15.13%","8.67%","26.44%","26.44%","26.44%","-","-","-","33.57%","-","204.09","-","44.16","-","-"
"Purple United Sales","https://scanx.trade/company/purple-united-sales-ltd","507.00","4.75%","493.90","6,000","465.10","46.51","34.94","518.05","119.55","7.93%","31.52%","142.64%","142.64%","142.64%","8.05","-","-","22.73%","-","421.74","276.83","63.43","-","-"
"Namo eWaste Management","https://scanx.trade/company/namo-ewaste-management-ltd","203.40","0.05%","204.30","27,200","464.90","54.97","22.25","284.00","127.00","20.39%","15.21%","18.46%","19.96%","19.96%","5.24","-","-","14.72%","-","178.83","169.98","62.85","-","-"
"Tirupati Forge","https://scanx.trade/company/tirupatifl.ltd","38.23","-1.70%","38.90","1,40,910","463.90","68.27","20.87","72.88","28.21","-3.26%","-11.20%","11.26%","138.19%","1,204.78%","4.52","-","-","9.83%","-","38.86","40.29","46.17","-","-"
"Pansari Developers","https://scanx.trade/company/pansari-developers-ltd","255.05","-3.19%","275.00","436","459.60","41.61","0.52","288.85","116.10","-7.59%","0.41%","110.35%","177.38%","1,038.62%","4.86","-","-","9.71%","-","261.00","219.54","44.87","-","-"
"TechD Cybersecurity","-","642.35","4.99%","615.00","60,600","457.60","57.20","16.13","794.00","366.70","66.84%","66.84%","66.84%","66.84%","66.84%","7.86","-","-","52.82%","-","-","-","68.02","-","-"
"Nandan Denim","https://scanx.trade/company/nandan-denim-ltd","3.16","-0.32%","3.16","11,10,882","456.90","12.19","45.55","6.36","3.05","-11.48%","-16.40%","-45.70%","8.59%","401.59%","0.74","-","-","11.19%","-","3.40","3.80","31.95","-","-"
"Shree Rama Newsprint & Papers","https://scanx.trade/company/shree-rama-newsprint-papers-ltd","29.71","-3.98%","30.53","75,588","456.40","-4.13","22.25","44.78","14.50","-9.56%","-15.57%","56.86%","91.68%","131.21%","-31.16","-","-","1.76%","-","31.74","30.55","40.74","-","-"
"Himadri Speciality Chemical","https://scanx.trade/company/himadri-speciality-chemical-ltd","456.30","-2.48%","468.80","11,74,656","454.90","36.88","25.66","676.20","365.35","-2.48%","-11.86%","-26.79%","351.56%","817.19%","6.19","0.13%","13.50%","21.01%","9.06","460.91","470.49","47.12","64.83%","80.00%"
"Interiors & More","https://scanx.trade/company/interiors-more-ltd","642.00","-1.08%","649.00","600","454.00","37.52","22.25","680.00","284.50","3.58%","25.15%","95.55%","126.46%","126.46%","6.68","-","-","20.03%","-","574.51","441.46","61.19","-","-"
